         4210327 function calls (4155037 primitive calls) in 4.256 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.001    0.000 variable.py:1160(isel)
       21    0.000    0.000    0.000    0.000 colors.py:65(__setitem__)
        1    0.000    0.000    0.002    0.002 ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:1(<module>)
       49    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
       17    0.000    0.000    0.000    0.000 argparse.py:914(__init__)
       26    0.000    0.000    0.000    0.000 ffi.py:267(__bool__)
        7    0.000    0.000    0.000    0.000 _decorators.py:157(_deprecate_kwarg)
       99    0.000    0.000    0.000    0.000 codegen.py:551(codegen)
       18    0.000    0.000    0.000    0.000 transforms.py:53(_make_str_method)
       33    0.000    0.000    0.000    0.000 normalizer.py:98(decorator)
        1    0.000    0.000    0.001    0.001 nrt.py:1(<module>)
       11    0.000    0.000    0.000    0.000 merge.py:493(_extract_indexes_from_coords)
       49    0.000    0.000    0.000    0.000 core.py:110(int)
       37    0.000    0.000    0.000    0.000 argparse.py:1588(_check_conflict)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
       11    0.000    0.000    0.000    0.000 argparse.py:505(_format_text)
        1    0.000    0.000    0.020    0.020 scipy_.py:1(<module>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:85(_listify_validator)
        6    0.000    0.000    0.001    0.000 std.py:348(print_status)
        5    0.000    0.000    0.000    0.000 file_manager.py:284(increment)
        1    0.000    0.000    0.010    0.010 textpath.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2948(__new__)
       21    0.000    0.000    0.000    0.000 mathimpl.py:139(unary_math_extern)
        1    0.000    0.000    0.001    0.001 instructions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:405(DJBX33A)
        1    0.000    0.000    0.002    0.002 engines.py:1(<module>)
      108    0.000    0.000    0.000    0.000 __init__.py:649(update)
       28    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.000    0.000 interpreter.py:317(Interpreter)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       37    0.000    0.000    0.000    0.000 compiler_machinery.py:32(__init__)
       64    0.000    0.000    0.000    0.000 models.py:75(Default)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1336(serialize_uncached)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        8    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
       51    0.000    0.000    0.000    0.000 colors.py:384(to_rgb)
        1    0.000    0.000    0.000    0.000 accessor_str.py:40(<module>)
      108    0.000    0.000    0.000    0.000 patches.py:2170(<genexpr>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 annotation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:6(<module>)
       12    0.000    0.000    0.000    0.000 cm.py:199(register_cmap)
        1    0.000    0.000    0.002    0.002 _linprog_ip.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 serialize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.002    0.002 configurable.py:1(<module>)
        1    0.000    0.000    0.054    0.054 stencil.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pseudonetcdf_.py:1(<module>)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:3059(cumprod)
        1    0.000    0.000    0.000    0.000 ptutils.py:1(<module>)
       23    0.000    0.000    0.000    0.000 doccer.py:236(unindent_string)
        2    0.000    0.000    0.000    0.000 datetimelike.py:530(__getitem__)
        3    0.000    0.000    0.000    0.000 instructions.py:177(set_weights)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
       44    0.000    0.000    0.000    0.000 llvm_pass_timings.py:285(record)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:653(PurePath)
       18    0.000    0.000    0.000    0.000 dtypes.py:853(construct_from_string)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 metadata.py:564(<dictcomp>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        8    0.000    0.000    0.000    0.000 core.py:8103(getdoc)
        1    0.000    0.000    0.047    0.047 plugins.py:100(list_engines)
        8    0.000    0.000    0.000    0.000 typing.py:393(ClassVar)
        1    0.000    0.000    0.011    0.011 mio.py:1(<module>)
        6    0.000    0.000    0.000    0.000 std.py:155(__init__)
        4    0.000    0.000    0.000    0.000 methods.py:235(_add_methods)
       11    0.000    0.000    0.000    0.000 caching.py:556(_data_path)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 widgets.py:2063(SpanSelector)
        1    0.000    0.000    0.000    0.000 core.py:2396(Option)
        1    0.000    0.000    0.000    0.000 decomp.py:16(<module>)
       15    0.000    0.000    0.000    0.000 docstring.py:41(update)
        1    0.000    0.000    0.000    0.000 typeahead.py:1(<module>)
       20    0.000    0.000    0.000    0.000 argparse.py:949(__init__)
       14    0.000    0.000    0.001    0.000 dataclasses.py:575(_cmp_fn)
       17    0.000    0.000    0.000    0.000 coordinates.py:355(variables)
        1    0.000    0.000    0.001    0.001 _completion_click8.py:1(<module>)
        1    0.000    0.000    0.003    0.003 exceptions.py:3(<module>)
        1    0.000    0.000    0.121    0.121 dylib.py:1(<module>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2553(_arraymethod)
        1    0.000    0.000    0.000    0.000 conventions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
       44    0.000    0.000    0.000    0.000 argparse.py:204(_indent)
       12    0.000    0.000    0.000    0.000 frozen.py:66(__getitem__)
        1    0.000    0.000    0.000    0.000 _typed_ops.py:9(DatasetOpsMixin)
     20/6    0.000    0.000    0.001    0.000 core.py:4333(parseImpl)
        1    0.000    0.000    0.003    0.003 python.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
       21    0.000    0.000    0.000    0.000 dataarray.py:600(shape)
        2    0.000    0.000    0.001    0.000 dataarray.py:1140(isel)
       11    0.000    0.000    0.000    0.000 funcdesc.py:83(lookup_module)
       11    0.000    0.000    0.000    0.000 magic_arguments.py:69(_fill_text)
        3    0.000    0.000    0.000    0.000 typing.py:1191(__init_subclass__)
        1    0.000    0.000    0.000    0.000 ptyprocess.py:1(<module>)
       12    0.000    0.000    0.000    0.000 nanops.py:60(__call__)
        5    0.000    0.000    0.000    0.000 __init__.py:193(caching_module_getattr)
        4    0.000    0.000    0.000    0.000 indexes.py:184(from_pandas_index)
        1    0.000    0.000    0.000    0.000 slicing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipapp.py:179(TerminalIPythonApp)
      105    0.000    0.000    0.000    0.000 __init__.py:269(wrapper)
        4    0.000    0.000    0.000    0.000 generic.py:11550(_make_logical_function)
       43    0.000    0.000    0.000    0.000 typeconv.py:66(set_safe_convert)
        2    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:425(<listcomp>)
       13    0.000    0.000    0.000    0.000 compiler_lock.py:22(__exit__)
       18    0.000    0.000    0.000    0.000 argparse.py:972(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:18(decorator)
        1    0.000    0.000    0.016    0.016 rules.py:15(_init_casting_rules)
        1    0.000    0.000    0.000    0.000 core.py:805(BaseCommand)
       12    0.000    0.000    0.003    0.000 codegen.py:1142(create_library)
       14    0.000    0.000    0.000    0.000 traitlets.py:2996(class_init)
       17    0.000    0.000    0.000    0.000 ast.py:33(parse)
       11    0.000    0.000    0.000    0.000 caching.py:29(_get_codegen)
        1    0.000    0.000    0.000    0.000 pylowering.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:89(__call__)
       17    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.002    0.002 minpack.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:2314(_generateDefaultName)
        1    0.000    0.000    0.002    0.002 rolling.py:436(_counts)
        6    0.000    0.000    0.000    0.000 std.py:342(fp_write)
       13    0.000    0.000    0.000    0.000 computation.py:96(all_output_core_dims)
      143    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
       18    0.000    0.000    0.000    0.000 dtypes.py:1065(construct_from_string)
      111    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
       11    0.000    0.000    0.000    0.000 itanium_mangler.py:133(<listcomp>)
       84    0.000    0.000    0.000    0.000 npydecl.py:298(typing_class)
       37    0.000    0.000    0.000    0.000 datetimelike.py:1743(validate_inferred_freq)
        2    0.000    0.000    0.000    0.000 appdirs.py:6(<module>)
       18    0.000    0.000    0.000    0.000 builder.py:30(wrap)
       20    0.000    0.000    0.000    0.000 scalars.py:41(from_bitwidth)
        1    0.000    0.000    0.002    0.002 pylab.py:1(<module>)
       25    0.000    0.000    0.000    0.000 core.py:5328(__init__)
        1    0.000    0.000    0.000    0.000 masked.py:55(BaseMaskedArray)
        1    0.000    0.000    0.001    0.001 osm.py:1(<module>)
       21    0.000    0.000    0.000    0.000 traitlets.py:1011(class_init)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:60(BaseName)
        1    0.000    0.000    0.000    0.000 dictdecl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lowering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _completion_shared.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1433(MultiCommand)
       11    0.000    0.000    0.000    0.000 caching.py:174(get_source_stamp)
        1    0.000    0.000    0.000    0.000 mstats.py:1(<module>)
       17    0.000    0.000    0.000    0.000 imputils.py:325(<listcomp>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:507(<dictcomp>)
      176    0.000    0.000    0.000    0.000 __init__.py:2593(_reload_version)
        1    0.000    0.000    0.000    0.000 widgets.py:2742(RectangleSelector)
        1    0.000    0.000    0.001    0.001 arguments.py:1(<module>)
        7    0.000    0.000    0.000    0.000 compiler_lock.py:31(__call__)
        4    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
        1    0.000    0.000    0.001    0.001 page.py:2(<module>)
        1    0.000    0.000    0.001    0.001 magic_arguments.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scope.py:1(<module>)
        5    0.000    0.000    0.000    0.000 doccer.py:133(_doc)
       30    0.000    0.000    0.000    0.000 sigutils.py:43(check_type)
        1    0.000    0.000    0.001    0.001 utils.py:5(<module>)
    39/35    0.000    0.000    0.000    0.000 typing.py:1503(_strip_annotations)
        1    0.000    0.000    0.000    0.000 __init__.py:216(<listcomp>)
        1    0.000    0.000    0.000    0.000 rolling.py:853(Window)
        3    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stencilparfor.py:6(<module>)
       59    0.000    0.000    0.000    0.000 common.py:95(_reduce_method)
        1    0.000    0.000    0.001    0.001 nputils.py:1(<module>)
       43    0.000    0.000    0.000    0.000 imputils.py:102(decorate)
       75    0.000    0.000    0.000    0.000 base.py:3873(_values)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2871(NavigationToolbar2)
       20    0.000    0.000    0.000    0.000 platform.py:951(machine)
       16    0.000    0.000    0.000    0.000 utils.py:340(is_valid_numpy_dtype)
        1    0.000    0.000    0.000    0.000 _fftlog.py:1(<module>)
       10    0.000    0.000    0.000    0.000 ops.py:200(_values_method_wrapper)
       44    0.000    0.000    0.000    0.000 dataclasses.py:597(_is_classvar)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:18(PythonTokenTypes)
        1    0.000    0.000    0.001    0.001 rolling_exp.py:1(<module>)
       22    0.000    0.000    0.000    0.000 common.py:348(is_datetime64_dtype)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        3    0.000    0.000    0.000    0.000 _decorators.py:50(share_init_params_with_map)
        9    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
       42    0.000    0.000    0.000    0.000 coordinates.py:321(__init__)
       44    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
       13    0.000    0.000    0.000    0.000 compiler_lock.py:11(acquire)
        2    0.000    0.000    0.008    0.004 generic.py:10511(_add_series_or_dataframe_operations)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
       73    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 py3compat.py:2(<module>)
       76    0.000    0.000    0.000    0.000 targets.py:42(<genexpr>)
       35    0.000    0.000    0.000    0.000 rcsetup.py:552(_validate_greaterequal0_lessequal1)
       13    0.000    0.000    0.000    0.000 compiler_lock.py:15(release)
        1    0.000    0.000    0.001    0.001 __init__.py:189(_check_versions)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
